2020-01-30T13:33:00.00+05:30,0
2020-02-02T10:39:00.00+05:30,0
2020-02-03T12:13:00.00+05:30,0
2020-03-02T14:28:00.00+05:30,0
2020-03-03T19:36:00.00+05:30,0
2020-03-10T12:00:00.00+05:30,0
2020-03-11T17:30:00.00+05:30,0
2020-03-12T11:00:00.00+05:30,0
2020-03-12T18:00:00.00+05:30,3
2020-03-13T10:00:00.00+05:30,3
2020-03-13T22:15:00.00+05:30,10
2020-03-14T09:00:00.00+05:30,10
2020-03-14T16:55:00.00+05:30,10
2020-03-15T08:55:00.00+05:30,9
2020-03-15T12:00:00.00+05:30,9
2020-03-15T17:00:00.00+05:30,10
2020-03-15T23:30:00.00+05:30,13
2020-03-16T16:00:00.00+05:30,13
2020-03-17T09:15:00.00+05:30,13
2020-03-17T10:55:00.00+05:30,13
2020-03-17T11:52:00.00+05:30,13
2020-03-17T17:15:00.00+05:30,14
2020-03-18T09:00:00.00+05:30,14
2020-03-18T17:15:00.00+05:30,14
2020-03-19T09:00:00.00+05:30,15
2020-03-19T16:30:00.00+05:30,15
2020-03-19T17:00:00.00+05:30,20
2020-03-20T09:00:00.00+05:30,20
2020-03-20T17:00:00.00+05:30,23
2020-03-21T09:00:00.00+05:30,23
2020-03-21T16:45:00.00+05:30,23
2020-03-22T09:45:00.00+05:30,24
2020-03-22T11:45:00.00+05:30,24
2020-03-22T18:30:00.00+05:30,24
2020-03-23T09:00:00.00+05:30,24
2020-03-23T10:30:00.00+05:30,24
2020-03-23T18:00:00.00+05:30,24
2020-03-23T20:15:00.00+05:30,35
2020-03-24T08:45:00.00+05:30,37
2020-03-24T17:45:00.00+05:30,40
2020-03-24T20:15:00.00+05:30,40
2020-03-25T09:15:00.00+05:30,41
2020-03-25T18:45:00.00+05:30,43
2020-03-26T10:15:00.00+05:30,43
2020-03-26T20:00:00.00+05:30,45
2020-03-27T09:15:00.00+05:30,67
2020-03-28T09:30:00.00+05:30,79
2020-03-28T17:45:00.00+05:30,80
2020-03-29T10:00:00.00+05:30,87
2020-03-29T19:30:00.00+05:30,96
2020-03-30T10:30:00.00+05:30,100
2020-03-30T21:30:00.00+05:30,102
2020-03-31T20:30:00.00+05:30,124
2020-04-01T09:00:00.00+05:30,133
2020-04-01T19:30:00.00+05:30,144
2020-04-02T09:00:00.00+05:30,151
2020-04-02T18:00:00.00+05:30,156
2020-04-03T09:00:00.00+05:30,157
2020-04-03T18:00:00.00+05:30,163
2020-04-04T09:00:00.00+05:30,184
2020-04-04T18:00:00.00+05:30,213
2020-04-05T09:00:00.00+05:30,267
2020-04-05T18:00:00.00+05:30,275
2020-04-06T09:00:00.00+05:30,292
2020-04-06T18:00:00.00+05:30,319
2020-04-07T09:00:00.00+05:30,326
2020-04-07T18:00:00.00+05:30,353
2020-04-08T08:00:00.00+05:30,402
2020-04-08T17:00:00.00+05:30,411
2020-04-09T08:00:00.00+05:30,473
2020-04-09T17:00:00.00+05:30,478
2020-04-10T08:00:00.00+05:30,504
2020-04-10T17:00:00.00+05:30,516
2020-04-11T08:00:00.00+05:30,643
2020-04-11T17:00:00.00+05:30,653
2020-04-12T08:00:00.00+05:30,716
2020-04-12T17:00:00.00+05:30,765
2020-04-13T08:00:00.00+05:30,857
2020-04-13T17:00:00.00+05:30,980
2020-04-14T08:00:00.00+05:30,1036
2020-04-14T17:00:00.00+05:30,1190
2020-04-15T08:00:00.00+05:30,1306
2020-04-15T17:00:00.00+05:30,1344
2020-04-16T08:00:00.00+05:30,1489
2020-04-16T17:00:00.00+05:30,1515
2020-04-17T08:00:00.00+05:30,1749
2020-04-17T17:00:00.00+05:30,1767
2020-04-18T08:00:00.00+05:30,1992
